"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"HDHD21" 1.51616383726777e-10 0.477934406026172 0.204 0.097 2.95667109905588e-06 "11" "HDHD2"
"RPS131" 1.53426537465013e-10 0.32013075027074 0.273 0.139 2.99197090710521e-06 "11" "RPS13"
"BANF14" 1.54189403228752e-10 0.429040216839457 0.364 0.231 3.00684755236389e-06 "11" "BANF1"
"VAPA" 1.58844761203624e-10 0.41064478265391 0.288 0.163 3.09763168823187e-06 "11" "VAPA"
"SMAP1" 1.58964078855068e-10 0.382747504292932 0.326 0.19 3.09995850175268e-06 "11" "SMAP1"
"IFITM10" 1.82344903183513e-10 0.362231324494767 0.103 0.028 3.55590795698169e-06 "11" "IFITM10"
"EID2B" 1.84072173817567e-10 0.339880208876318 0.132 0.045 3.58959146161637e-06 "11" "EID2B"
"SCCPDH" 1.85987827638564e-10 0.382927406971803 0.147 0.055 3.62694862677964e-06 "11" "SCCPDH"
"MTSS12" 1.88089773527452e-10 0.384239401182861 0.204 0.092 3.66793867355885e-06 "11" "MTSS1"
"ZFP932" 2.05089884900464e-10 0.318710807594887 0.113 0.031 3.99945784544395e-06 "11" "ZFP932"
"ZFP612" 2.08007841852666e-10 0.338855469945573 0.103 0.026 4.05636092396884e-06 "11" "ZFP612"
"DZIP1" 2.12258172718424e-10 0.502458576353595 0.125 0.036 4.13924662618199e-06 "11" "DZIP1"
"JAM21" 2.12732952593207e-10 0.303180077936342 0.288 0.155 4.14850530852012e-06 "11" "JAM2"
"SH3BP51" 2.23096374191714e-10 0.397851539852423 0.191 0.089 4.35060239311262e-06 "11" "SH3BP5"
"CNBP2" 2.28540885961872e-10 0.400676932531409 0.524 0.355 4.45677581714246e-06 "11" "CNBP"
"RPS4X3" 2.28727751844485e-10 0.19519761516582 0.436 0.296 4.4604198887193e-06 "11" "RPS4X"
"IRAK1BP12" 2.51125777276292e-10 0.356011246806093 0.129 0.043 4.89720378266498e-06 "11" "IRAK1BP1"
"SUPT6" 2.54416941783146e-10 0.373862434543832 0.279 0.145 4.96138478171314e-06 "11" "SUPT6"
"UGGT2" 2.56540846615984e-10 0.390322456391225 0.135 0.044 5.0028030498583e-06 "11" "UGGT2"
"SELT" 2.67105346009106e-10 0.250041822860304 0.125 0.033 5.20882135252357e-06 "11" "SELT"
"WBP53" 2.67978341485214e-10 0.392215036488917 0.395 0.258 5.22584563730316e-06 "11" "WBP5"
"RSU12" 2.8615630932279e-10 0.447700006894711 0.292 0.171 5.58033418810373e-06 "11" "RSU1"
"FAM114A12" 2.95104232848778e-10 0.401626264081884 0.138 0.052 5.75482764478402e-06 "11" "FAM114A1"
"CDH113" 3.22592384232536e-10 0.288247305496606 0.204 0.102 6.29087408491868e-06 "11" "CDH11"
"NDUFA131" 3.31587451869247e-10 0.430556350109272 0.451 0.302 6.46628689890219e-06 "11" "NDUFA13"
"TWF11" 3.47836124995475e-10 0.428634585568215 0.248 0.138 6.78315227353677e-06 "11" "TWF1"
"MORF4L21" 3.54379771240012e-10 0.498698399355987 0.226 0.118 6.91075991895147e-06 "11" "MORF4L2"
"ATP5A13" 3.54779544141584e-10 0.349894133661524 0.52 0.353 6.91855589030503e-06 "11" "ATP5A1"
"TMEM184C" 3.60778094999605e-10 0.296212175827272 0.141 0.051 7.0355336305873e-06 "11" "TMEM184C"
"ZFP191" 3.69873503654889e-10 0.266573419850528 0.172 0.06 7.21290319477398e-06 "11" "ZFP191"
"SMIM13" 3.99756015412586e-10 0.347516606352008 0.122 0.04 7.79564205656085e-06 "11" "SMIM13"
"1110004F10RIK1" 4.194985049895e-10 0.367186187720577 0.392 0.25 8.18064034580024e-06 "11" "1110004F10RIK"
"NENF2" 4.20185794294413e-10 0.482020990358489 0.219 0.131 8.19404317453536e-06 "11" "NENF"
"C130071C03RIK1" 4.52471988584173e-10 0.138743780752995 0.16 0.068 8.82365624937995e-06 "11" "C130071C03RIK"
"VMA21" 4.63608391597051e-10 0.371416435773179 0.188 0.094 9.0408272445341e-06 "11" "VMA21"
"APLP12" 4.65389478218394e-10 0.409693035082133 0.201 0.088 9.0755602147369e-06 "11" "APLP1"
"ATP5O3" 4.76885945735596e-10 0.247516247704774 0.433 0.294 9.29975282778986e-06 "11" "ATP5O"
"CDC42BPA2" 4.87054288825865e-10 0.119377815732845 0.282 0.177 9.4980456863932e-06 "11" "CDC42BPA"
"BACE1" 5.11991838846085e-10 0.367293721931964 0.116 0.034 9.98435284933751e-06 "11" "BACE1"
"LRRFIP13" 5.12232180061951e-10 0.444260077547153 0.342 0.213 9.98903974338812e-06 "11" "LRRFIP1"
"BEND6" 5.72699418640408e-10 0.358584782546464 0.113 0.033 1.11682113629066e-05 "11" "BEND6"
"NDUFB23" 5.77250328525316e-10 0.423432312476493 0.332 0.208 1.12569586565722e-05 "11" "NDUFB2"
"ACYP23" 5.82257623957507e-10 0.376437061548043 0.179 0.078 1.13546059247953e-05 "11" "ACYP2"
"SNX102" 5.94561920966717e-10 0.430458415684814 0.27 0.15 1.1594552020772e-05 "11" "SNX10"
"SMARCD1" 6.31634986202512e-10 0.401326951943975 0.157 0.068 1.23175138659352e-05 "11" "SMARCD1"
"AMD1" 6.42194780455789e-10 0.162413377843053 0.116 0.041 1.25234404136683e-05 "11" "AMD1"
"APPBP2" 6.50616859548743e-10 0.372537610401835 0.204 0.102 1.268767937806e-05 "11" "APPBP2"
"PPP2R3A2" 6.69200326130007e-10 0.405303251896912 0.197 0.089 1.30500755598613e-05 "11" "PPP2R3A"
"2410002F23RIK" 6.69557870376373e-10 0.342613379777743 0.116 0.034 1.30570480302096e-05 "11" "2410002F23RIK"
"RRP11" 6.82006708394096e-10 0.332536892267979 0.502 0.341 1.32998128203933e-05 "11" "RRP1"
"BTBD1" 7.15678472292806e-10 0.337140396581015 0.154 0.064 1.3956445888182e-05 "11" "BTBD1"
"GNB22" 7.40489391827208e-10 0.453082435414535 0.386 0.259 1.44402836300224e-05 "11" "GNB2"
"NDUFB92" 7.53480492169852e-10 0.38332138873853 0.395 0.258 1.46936230778043e-05 "11" "NDUFB9"
"IMPAD12" 7.53497576145656e-10 0.329703921118651 0.213 0.105 1.46939562324164e-05 "11" "IMPAD1"
"RPP301" 7.56134763173297e-10 0.406024825291942 0.132 0.047 1.47453840166425e-05 "11" "RPP30"
"1500012F01RIK" 7.69223752389962e-10 0.355223221375332 0.116 0.03 1.50006323953566e-05 "11" "1500012F01RIK"
"GTF2H54" 7.70116859078122e-10 0.438177467829136 0.351 0.224 1.50180488688825e-05 "11" "GTF2H5"
"NDUFB64" 7.84612544573469e-10 0.412193690690085 0.317 0.198 1.53007292317272e-05 "11" "NDUFB6"
"TMEM18" 8.05182722578845e-10 0.316110531811699 0.122 0.04 1.57018682730101e-05 "11" "TMEM18"
"PPP1R211" 8.1098710050594e-10 0.366884966229486 0.191 0.087 1.58150594469663e-05 "11" "PPP1R21"
"ZCCHC183" 8.63409084384811e-10 0.334196323877358 0.144 0.051 1.68373405545882e-05 "11" "ZCCHC18"
"DCPS" 8.84127443069272e-10 0.419863053553587 0.113 0.04 1.72413692672939e-05 "11" "DCPS"
"MYH102" 9.21536566790274e-10 0.141606755761086 0.248 0.148 1.79708845889771e-05 "11" "MYH10"
"EBNA1BP22" 9.60851892080278e-10 0.349178203362685 0.276 0.162 1.87375727474575e-05 "11" "EBNA1BP2"
"MOCS22" 9.90238452321223e-10 0.415626650463299 0.295 0.173 1.93106400587162e-05 "11" "MOCS2"
"D17WSU104E" 1.05031088092488e-09 0.210857894486522 0.16 0.057 2.0482112488916e-05 "11" "D17WSU104E"
"ATXN10" 1.06372813029997e-09 0.469470414296139 0.295 0.179 2.07437622689797e-05 "11" "ATXN10"
"RAB28" 1.0691061316192e-09 0.414638398621809 0.119 0.045 2.0848638672706e-05 "11" "RAB28"
"SDHB2" 1.09674900150991e-09 0.437853620095737 0.414 0.277 2.13877022784447e-05 "11" "SDHB"
"ZFP4221" 1.10296734601767e-09 0.350011519623371 0.141 0.053 2.15089662146906e-05 "11" "ZFP422"
"MDH22" 1.10805611580056e-09 0.430588166745867 0.332 0.214 2.16082023142266e-05 "11" "MDH2"
"CLIP31" 1.11192372192341e-09 0.371951799584985 0.119 0.037 2.16836245012283e-05 "11" "CLIP3"
"KIF2A1" 1.13087629073606e-09 0.42789021409624 0.263 0.144 2.20532185456438e-05 "11" "KIF2A"
"CLSTN1" 1.1478315551275e-09 0.409712914406879 0.172 0.073 2.23838631565414e-05 "11" "CLSTN1"
"PTPRG1" 1.21188272921478e-09 0.298938652578527 0.257 0.139 2.36329251024175e-05 "11" "PTPRG"
"FIS1" 1.21463250785228e-09 0.460041976868724 0.313 0.198 2.36865485356274e-05 "11" "FIS1"
"PSMB63" 1.21753480742658e-09 0.395966900094642 0.398 0.266 2.37431462796257e-05 "11" "PSMB6"
"THOC72" 1.22528625467547e-09 0.419642566930004 0.345 0.221 2.38943072524264e-05 "11" "THOC7"
"PTPRE3" 1.22650912336155e-09 0.332577202076413 0.323 0.195 2.39181544146736e-05 "11" "PTPRE"
"SFPQ1" 1.23720233387627e-09 0.247093869337782 0.527 0.368 2.41266827129211e-05 "11" "SFPQ"
"ANKRD111" 1.23950758391075e-09 0.306015775668751 0.52 0.357 2.41716373938435e-05 "11" "ANKRD11"
"DAB12" 1.45098909488038e-09 0.394290808511433 0.179 0.073 2.82957383392623e-05 "11" "DAB1"
"COMMD6" 1.47545264199903e-09 0.422443383778574 0.257 0.145 2.87728019716231e-05 "11" "COMMD6"
"HP1BP32" 1.50670903573434e-09 0.342470050545707 0.461 0.31 2.93823329058554e-05 "11" "HP1BP3"
"BBIP1" 1.56835753184197e-09 0.345776573407068 0.263 0.146 3.05845402284503e-05 "11" "BBIP1"
"TMED1" 1.58847870014307e-09 0.330037601901369 0.119 0.044 3.097692313149e-05 "11" "TMED1"
"CBX55" 1.61311845773873e-09 0.319191440529458 0.433 0.289 3.1457423044363e-05 "11" "CBX5"
"WASL3" 1.6509815275791e-09 0.406711069930905 0.248 0.134 3.219579076932e-05 "11" "WASL"
"TAGLN24" 1.67519740931601e-09 0.398581387931311 0.276 0.176 3.26680246790715e-05 "11" "TAGLN2"
"ATP5J3" 1.69387779899429e-09 0.283308620449847 0.571 0.398 3.30323109581877e-05 "11" "ATP5J"
"MRAS1" 1.73376600800033e-09 0.248504770360056 0.197 0.095 3.38101709220145e-05 "11" "MRAS"
"TUBB54" 1.73592854696408e-09 0.249785316208213 0.42 0.285 3.38523425943465e-05 "11" "TUBB5"
"2810428I15RIK1" 1.74669782772582e-09 0.432710172089176 0.357 0.235 3.40623543384811e-05 "11" "2810428I15RIK"
"FLRT1" 1.74952909328517e-09 0.218643113341278 0.125 0.042 3.4117566848154e-05 "11" "FLRT1"
"NOB1" 1.76320115915258e-09 0.406167209485727 0.163 0.071 3.43841858046345e-05 "11" "NOB1"
"TIA11" 1.77846095044082e-09 0.294563333897313 0.326 0.198 3.46817669945465e-05 "11" "TIA1"
"TRIO" 1.85322368207842e-09 0.324295254209226 0.176 0.077 3.61397150242113e-05 "11" "TRIO"
"PKD21" 1.91348359347423e-09 0.376464137918177 0.223 0.111 3.73148435563409e-05 "11" "PKD2"
"HNRNPA31" 2.00928613207697e-09 0.168492082655405 0.339 0.195 3.9183088861633e-05 "11" "HNRNPA3"
"SPATS2" 2.0144418740774e-09 0.409741577220647 0.138 0.056 3.92836309863834e-05 "11" "SPATS2"
"HSPA81" 2.04827332000513e-09 0.26932980443051 0.254 0.125 3.994337801342e-05 "11" "HSPA8"
"SOX41" 2.0694182512534e-09 0.228799063461934 0.273 0.16 4.03557253176925e-05 "11" "SOX4"
"PLSCR2" 2.10927888046944e-09 0.391884400241222 0.141 0.051 4.11330474480345e-05 "11" "PLSCR2"
"FRMD8" 2.19616151930194e-09 0.286472618808504 0.103 0.033 4.28273457879071e-05 "11" "FRMD8"
"CHCHD23" 2.23849603308834e-09 0.225805312737873 0.63 0.446 4.36529111412558e-05 "11" "CHCHD2"
"SNAP47" 2.25753579082435e-09 0.401894653695769 0.119 0.043 4.40242054568656e-05 "11" "SNAP47"
"UQCC21" 2.28655806118621e-09 0.42890308783063 0.307 0.191 4.45901687511923e-05 "11" "UQCC2"
"PARP12" 2.34375323538165e-09 0.319968715653386 0.232 0.133 4.57055318431776e-05 "11" "PARP1"
"TMED10" 2.36946638206151e-09 0.319029234350203 0.536 0.373 4.62069639165815e-05 "11" "TMED10"
"ATP5C13" 2.4391997838776e-09 0.392216847271547 0.596 0.417 4.75668349853971e-05 "11" "ATP5C1"
"NT5C3" 2.44907515215004e-09 0.37887994690319 0.129 0.047 4.77594145420778e-05 "11" "NT5C3"
"TEN11" 2.46145417190151e-09 0.323720857733918 0.207 0.113 4.80008178062514e-05 "11" "TEN1"
"NDUFB53" 2.66093367508127e-09 0.473213368784262 0.307 0.205 5.18908675977598e-05 "11" "NDUFB5"
"CPNE81" 2.6883716651857e-09 0.390805761903275 0.113 0.036 5.24259358427864e-05 "11" "CPNE8"
"RWDD12" 2.70013522051006e-09 0.429461660959244 0.257 0.152 5.26553369351666e-05 "11" "RWDD1"
"NACC2" 2.73566879784714e-09 0.37311408700641 0.163 0.067 5.33482772268171e-05 "11" "NACC2"
"BCL7A" 2.89980919708388e-09 0.206508458896898 0.15 0.066 5.65491791523327e-05 "11" "BCL7A"
"ORC21" 2.92602634205045e-09 0.340070699043251 0.179 0.088 5.70604396963259e-05 "11" "ORC2"
"DYNLT1.PS14" 3.1219788602471e-09 0.53441879831948 0.172 0.121 6.08817097536788e-05 "11" "DYNLT1.PS1"
"GOLIM42" 3.26714049135351e-09 0.144990349872065 0.354 0.239 6.37125067218848e-05 "11" "GOLIM4"
"NDFIP21" 3.278316289402e-09 0.432548077047642 0.223 0.119 6.39304459596283e-05 "11" "NDFIP2"
"SSR22" 3.29331467775883e-09 0.330756838357499 0.295 0.186 6.42229295309749e-05 "11" "SSR2"
"SAMD41" 3.29735549497757e-09 0.299385107642648 0.103 0.032 6.43017295075577e-05 "11" "SAMD4"
"RNF2191" 3.45091978831947e-09 0.412710383886213 0.154 0.065 6.72963867920179e-05 "11" "RNF219"
"CISD15" 3.50789396690077e-09 0.447833879383614 0.27 0.162 6.84074402485319e-05 "11" "CISD1"
"TIMM101" 3.58508079050176e-09 0.404414016052623 0.125 0.054 6.99126604955748e-05 "11" "TIMM10"
"GLTP1" 3.61257822262721e-09 0.443364176061628 0.191 0.1 7.04488879194531e-05 "11" "GLTP"
"PSMD71" 3.6924241090682e-09 0.275175081705398 0.398 0.27 7.2005962550939e-05 "11" "PSMD7"
"RANBP13" 3.73781272626069e-09 0.421637075627461 0.398 0.271 7.28910859748098e-05 "11" "RANBP1"
"NIM11" 4.20499678517907e-09 0.171889605641227 0.169 0.065 8.20016423077771e-05 "11" "NIM1"
"FUT8" 4.22810427380711e-09 0.347879072741358 0.166 0.071 8.24522614435124e-05 "11" "FUT8"
"GDI1" 4.28879607136547e-09 0.29141769153212 0.21 0.108 8.3635812187698e-05 "11" "GDI1"
"ETV1" 4.76062122840481e-09 0.387136234142353 0.135 0.052 9.28368745751222e-05 "11" "ETV1"
"PTDSS1" 4.77292449527151e-09 0.382146581659568 0.116 0.041 9.30768005822896e-05 "11" "PTDSS1"
"PPP2R1A1" 4.8629142997328e-09 0.37458278175926 0.194 0.101 9.48316917590893e-05 "11" "PPP2R1A"
"HNRNPA1" 4.88487109602515e-09 0.23775488948892 0.129 0.046 9.52598712435864e-05 "11" "HNRNPA1"
"ZMYM4" 4.89381118069195e-09 0.311983793927759 0.21 0.106 9.54342118346737e-05 "11" "ZMYM4"
"MPC22" 5.29890362466415e-09 0.374546997000452 0.292 0.183 0.000103333919584576 "11" "MPC2"
"PDS5B" 5.37818377334712e-09 0.386690813232735 0.273 0.161 0.000104879961764042 "11" "PDS5B"
"STAT31" 5.4518561697651e-09 0.366253651604605 0.248 0.142 0.000106316647166589 "11" "STAT3"
"TUSC31" 5.73199410351522e-09 0.397723377589052 0.176 0.085 0.00011177961701265 "11" "TUSC3"
"PRIM13" 5.84958483994616e-09 0.48485956359542 0.132 0.063 0.00011407275396379 "11" "PRIM1"
"BC016423" 5.90450818080657e-09 0.255026040236769 0.122 0.036 0.000115143814033909 "11" "BC016423"
"2410004B18RIK1" 5.90755338811957e-09 0.438928228601563 0.154 0.07 0.00011520319862172 "11" "2410004B18RIK"
"NAE11" 5.97680714585479e-09 0.420777719736673 0.213 0.107 0.000116553716151314 "11" "NAE1"
"PCM1" 6.10847702736818e-09 0.273108264328638 0.498 0.345 0.000119121410510707 "11" "PCM1"
"MTCH2" 6.24816355308572e-09 0.364546749169674 0.288 0.172 0.000121845437448725 "11" "MTCH2"
"MED301" 6.25427839836298e-09 0.343101075376139 0.15 0.07 0.000121964683046476 "11" "MED30"
"IDH11" 6.47312386807973e-09 0.269855978769468 0.166 0.077 0.000126232388551423 "11" "IDH1"
"HNRNPH31" 7.00367849881501e-09 0.246099647538587 0.248 0.147 0.000136578734405391 "11" "HNRNPH3"
"ARMCX31" 7.07281439007785e-09 0.379860242485408 0.125 0.044 0.000137926953420908 "11" "ARMCX3"
"FMR11" 7.14451385228009e-09 0.363173564458335 0.304 0.181 0.000139325164633314 "11" "FMR1"
"DIABLO" 7.29329734561877e-09 0.320229800573498 0.179 0.087 0.000142226591536912 "11" "DIABLO"
"JAGN11" 7.30790316072253e-09 0.425523977735186 0.194 0.102 0.00014251141953725 "11" "JAGN1"
"CCT73" 7.32194687257761e-09 0.397709104508453 0.266 0.169 0.000142785285962136 "11" "CCT7"
"PRKCB2" 8.17688041182692e-09 0.44890979579202 0.182 0.098 0.000159457344911037 "11" "PRKCB"
"RNF144A" 8.4381763953736e-09 0.366639209922399 0.113 0.035 0.000164552877886181 "11" "RNF144A"
"TMEM57" 8.56012610671008e-09 0.311645300118954 0.241 0.13 0.000166931019206953 "11" "TMEM57"
"PEA15A1" 8.77100858202381e-09 0.309951792598259 0.389 0.254 0.000171043438358046 "11" "PEA15A"
"NAF11" 8.77524432602382e-09 0.321170612825434 0.116 0.043 0.000171126039601791 "11" "NAF1"
"ACOX11" 8.8194110416098e-09 0.361249081125826 0.213 0.107 0.000171987334722433 "11" "ACOX1"
"PREX1" 9.1806758467793e-09 0.385100449793063 0.241 0.13 0.000179032359688043 "11" "PREX1"
"KIF13A" 9.3754312636667e-09 0.359320036886606 0.107 0.032 0.000182830285072764 "11" "KIF13A"
"PSMD61" 9.67329349059878e-09 0.375310506818997 0.285 0.179 0.000188638896360167 "11" "PSMD6"
"MPZL11" 9.76518234245902e-09 0.271655049012205 0.172 0.082 0.000190430820860293 "11" "MPZL1"
"LRP12" 9.92795851579192e-09 0.249260261620146 0.389 0.26 0.000193605119016458 "11" "LRP1"
"ZFP30" 1.0334363604454e-08 0.385924512328938 0.129 0.045 0.000201530424650457 "11" "ZFP30"
"CRLS1" 1.07941081357723e-08 0.293384730383538 0.107 0.035 0.000210495902755696 "11" "CRLS1"
"DIRC21" 1.11168583469173e-08 0.329763572286977 0.188 0.09 0.000216789854623234 "11" "DIRC2"
"PA2G42" 1.11892745703076e-08 0.346544398135217 0.345 0.229 0.000218202043395568 "11" "PA2G4"
"TMEM1673" 1.15191597824534e-08 0.425875825965776 0.276 0.175 0.000224635134917623 "11" "TMEM167"
"JAK2" 1.16614071262434e-08 0.37923495207632 0.141 0.058 0.000227409100368872 "11" "JAK2"
"NDUFS82" 1.22543606484739e-08 0.380652073149217 0.254 0.16 0.000238972287005889 "11" "NDUFS8"
"GM42044" 1.22563960117638e-08 0.399927998507665 0.361 0.247 0.000239011978625407 "11" "GM4204"
"NDUFA73" 1.2646524979485e-08 0.273447421010202 0.376 0.261 0.000246619883624937 "11" "NDUFA7"
"KLC12" 1.29197442744841e-08 0.364558914474781 0.238 0.132 0.000251947933096714 "11" "KLC1"
"UQCRB3" 1.2975310057037e-08 0.405356573307568 0.401 0.273 0.000253031521422278 "11" "UQCRB"
"FAM98A" 1.42518147116109e-08 0.339996274347969 0.176 0.086 0.000277924638691124 "11" "FAM98A"
"TMX2" 1.42739250798983e-08 0.299028884144158 0.141 0.056 0.000278355812983096 "11" "TMX2"
"CTR91" 1.44979073063826e-08 0.447508384742633 0.282 0.17 0.000282723690381768 "11" "CTR9"
"NEDD45" 1.48187095664192e-08 0.164984764627418 0.404 0.282 0.000288979655254742 "11" "NEDD4"
"DZIP31" 1.48365642932576e-08 0.311458316447469 0.172 0.084 0.000289327840282817 "11" "DZIP3"
"FBXO7" 1.53013720899844e-08 0.336542476806094 0.11 0.037 0.000298392057126785 "11" "FBXO7"
"TMEM971" 1.53565185483315e-08 0.318445091365539 0.129 0.057 0.000299467468211012 "11" "TMEM97"
"TIMM221" 1.54349735619101e-08 0.374391107135949 0.15 0.065 0.000300997419430809 "11" "TIMM22"
"TMX41" 1.57833475903378e-08 0.189508823054617 0.276 0.172 0.000307791061359178 "11" "TMX4"
"RUFY2" 1.5844767949571e-08 0.265170036614125 0.182 0.089 0.000308988819784584 "11" "RUFY2"
"CCT52" 1.59371721560077e-08 0.404990004040688 0.295 0.191 0.000310790794214307 "11" "CCT5"
"FKBP33" 1.61865318881731e-08 0.362147970133526 0.436 0.299 0.000315653558351264 "11" "FKBP3"
"FCHSD21" 1.61889558511078e-08 0.234532712204044 0.223 0.123 0.000315700828052453 "11" "FCHSD2"
"NDST1" 1.6549652261836e-08 0.305400052830166 0.144 0.063 0.000322734768758063 "11" "NDST1"
"DUT3" 1.86159515066215e-08 0.392735439366368 0.116 0.061 0.000363029670330626 "11" "DUT"
"STOX21" 1.86885254399827e-08 0.257085514441605 0.163 0.077 0.000364444934605102 "11" "STOX2"
"COIL" 1.92842839916528e-08 0.22013047787447 0.116 0.045 0.000376062822121222 "11" "COIL"
"MARK31" 1.94152898938598e-08 0.187011943205386 0.295 0.189 0.00037861756822016 "11" "MARK3"
"ARHGAP311" 1.97146922290915e-08 0.369225861645707 0.138 0.056 0.000384456213159513 "11" "ARHGAP31"
"TCF121" 1.97927609217166e-08 0.28684445773441 0.27 0.161 0.000385978630734394 "11" "TCF12"
"EMC62" 1.99815336747603e-08 0.360410939175884 0.179 0.093 0.000389659888191501 "11" "EMC6"
"ZKSCAN1" 2.01977604837082e-08 0.38354783667453 0.207 0.105 0.000393876527192793 "11" "ZKSCAN1"
"RRP15" 2.07572765783983e-08 0.39600039206507 0.172 0.089 0.000404787650555345 "11" "RRP15"
"FKTN" 2.08990977746194e-08 0.211954428752284 0.138 0.062 0.000407553305702852 "11" "FKTN"
"H2AFZ2" 2.09143548763292e-08 0.228423984768718 0.216 0.123 0.000407850834443296 "11" "H2AFZ"
"ZDHHC17" 2.12959398118258e-08 0.281082554359362 0.147 0.064 0.000415292122270416 "11" "ZDHHC17"
"SFXN12" 2.23364114966151e-08 0.430629981955457 0.223 0.13 0.000435582360595491 "11" "SFXN1"
"RHBDD21" 2.28272918215123e-08 0.329230957697936 0.15 0.064 0.000445155017811311 "11" "RHBDD2"
"PRRC2B" 2.28549346217056e-08 0.284502404651586 0.197 0.103 0.00044569408005788 "11" "PRRC2B"
"APEX1" 2.41578118658339e-08 0.380531447941555 0.182 0.094 0.000471101489195626 "11" "APEX1"
"ACBD51" 2.42249281014819e-08 0.365713795879318 0.339 0.221 0.000472410322906999 "11" "ACBD5"
"RNF187" 2.4751188660236e-08 0.435244093779613 0.16 0.082 0.000482672930063263 "11" "RNF187"
"NR2C21" 2.52262693532678e-08 0.36871411227025 0.191 0.096 0.000491937478658076 "11" "NR2C2"
"YAF22" 2.54971235716737e-08 0.396250511350243 0.207 0.113 0.000497219406771209 "11" "YAF2"
"EMC101" 2.55919963779243e-08 0.409288651279215 0.213 0.117 0.000499069521365902 "11" "EMC10"
"VPS291" 2.65462461449748e-08 0.381437067602737 0.263 0.167 0.000517678346073154 "11" "VPS29"
"GOLGA11" 2.8380785193075e-08 0.22569538898595 0.191 0.099 0.000553453692050155 "11" "GOLGA1"
"RPL121" 2.89572375370771e-08 0.185956289688278 0.204 0.113 0.00056469508921054 "11" "RPL12"
"PIK3R11" 2.90887189936419e-08 0.181140387037111 0.307 0.198 0.000567259109095011 "11" "PIK3R1"
"TARDBP" 2.97345884629908e-08 0.234707595399714 0.37 0.257 0.000579854209616784 "11" "TARDBP"
"RPS74" 3.03981538646286e-08 0.268333350199788 0.389 0.26 0.000592794398514122 "11" "RPS7"
"SGCE" 3.19618065724095e-08 0.250605409499627 0.163 0.079 0.000623287189968557 "11" "SGCE"
"ASH2L" 3.30204337220379e-08 0.282706458421057 0.176 0.088 0.000643931478013461 "11" "ASH2L"
"POLG" 3.36353951195336e-08 0.360717218821988 0.113 0.042 0.000655923840226025 "11" "POLG"
"CDV33" 3.43939585283317e-08 0.347278589975515 0.248 0.153 0.000670716585260996 "11" "CDV3"
"CARKD1" 3.44814485903502e-08 0.281533022724862 0.116 0.035 0.000672422728960419 "11" "CARKD"
"BMI1" 3.56138095257246e-08 0.323757642433996 0.154 0.065 0.000694504899561156 "11" "BMI1"
"ILF22" 3.58406734143344e-08 0.426704639341185 0.232 0.138 0.000698928972252934 "11" "ILF2"
"USP10" 3.62075016665783e-08 0.364145214441711 0.179 0.092 0.000706082489999944 "11" "USP10"
"PPA2" 3.66428775051601e-08 0.338055994094426 0.169 0.08 0.000714572754228128 "11" "PPA2"
"ATP5G33" 3.79880359267439e-08 0.300722464769463 0.417 0.291 0.000740804688607432 "11" "ATP5G3"
"NOLC11" 3.80637868451657e-08 0.351534580663736 0.357 0.239 0.000742281907267576 "11" "NOLC1"
"ZFP60" 3.85752789397279e-08 0.288258724343715 0.107 0.035 0.000752256514603633 "11" "ZFP60"
"MRPL522" 3.95278360227969e-08 0.394955908626953 0.351 0.243 0.000770832330280562 "11" "MRPL52"
"TGFB22" 3.97481284613432e-08 0.328139150351037 0.16 0.079 0.000775128253124654 "11" "TGFB2"
"ZMYND11" 4.07640007114557e-08 0.333078710856148 0.408 0.276 0.000794938777874097 "11" "ZMYND11"
"SMARCA4" 4.18807927181889e-08 0.325887462073542 0.335 0.219 0.000816717338797401 "11" "SMARCA4"
"EIF4A34" 4.23232896928009e-08 0.407688058576107 0.26 0.164 0.000825346472299311 "11" "EIF4A3"
"HDGF3" 4.66618050328387e-08 0.423652405058703 0.266 0.174 0.000909951859945387 "11" "HDGF"
